column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15
7.6180587,6.08788,11.930166,15.246459,1,1,3,4,3,4,3,3,2,2,server0.999640465
19.365881,16.6417,5,7.239067,1,2,1,4,1,2,4,2,4,3,server0.999705732
19.618303,7.0241666,15.844223,6.1579275,1,2,3,2,3,1,3,1,2,2,server0.999708951
7.2427177,11.974865,11.800377,15.806165,1,2,1,1,2,3,1,3,2,1,server0.999708951
8.906356,17.171486,9.195659,12.142789,1,1,3,2,3,3,2,3,3,2,server0.999777377
15,20,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,20,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,10,5,10,1,2,1,4,4,4,2,2,4,1,server0.999708951
10,10,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,10,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,5,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
9.019583,14.300368,5,8.018355,1,4,3,1,3,1,1,4,4,1,server0.999708951
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
11.379901,8.554373,8.076585,5,1,1,1,4,1,3,4,3,1,1,server0.999777377
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
6.5818877,14.300368,5,9.270063,1,4,3,1,3,1,1,1,3,1,server0.999708951
10,20,19.959127,5,1,1,3,1,1,3,4,3,4,3,server0.999705732
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
7.9715433,10,12.292355,10,1,2,1,4,4,1,2,2,4,1,server0.999708951
19.981346,19.53531,5,6.6671724,1,4,1,3,2,2,2,4,1,1,server0.999708951
14.091442,18.266363,7.185748,8.561736,1,4,3,4,1,2,2,2,4,3,server0.999637246
16.182137,17.88979,7.3191156,17.105978,1,1,1,2,3,2,4,3,2,2,server0.999708951
8.571524,7.046892,10.080449,9.530577,1,4,3,1,1,3,2,2,2,1,server0.999640465
8.906356,17.171486,19.035257,10.067329,1,1,3,2,2,3,4,3,4,2,server0.999640465
10,20,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
12.681728,7.046892,10.080449,6.0208697,1,3,1,1,3,3,2,4,2,2,server0.999640465
7.6180587,6.08788,11.930166,15.246459,1,1,3,4,3,4,3,3,2,2,server0.999640465
19.618303,7.0241666,15.844223,6.1579275,1,2,3,2,3,1,3,1,2,2,server0.999708951
7.2427177,11.974865,11.800377,15.806165,1,2,1,1,2,3,1,3,2,1,server0.999708951
8.906356,17.171486,9.195659,12.142789,1,1,3,2,3,3,2,3,3,2,server0.999777377
15,20,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,20,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,10,5,10,1,2,1,4,4,4,2,2,4,1,server0.999708951
10,10,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,10,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,5,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
9.019583,14.300368,5,8.018355,1,4,3,1,3,1,1,4,4,1,server0.999708951
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
11.379901,8.554373,8.076585,5,1,1,1,4,1,3,4,3,1,1,server0.999777377
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
6.5818877,14.300368,5,9.270063,1,4,3,1,3,1,1,1,3,1,server0.999708951
10,20,19.959127,5,1,1,3,1,1,3,4,3,4,3,server0.999705732
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
12.175149,7.523636,12.498687,5,1,1,1,4,3,3,4,4,3,3,server0.999705732
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
8.467737,13.531912,6.0168047,7.5392795,1,2,1,4,1,1,2,2,1,2,server0.999777377
9.785675,17.171486,9.195659,6.290353,1,1,1,3,4,1,1,1,3,1,server0.999708951
19.981346,19.53531,5,6.6671724,1,4,1,3,2,2,2,4,1,1,server0.999708951
7.9715433,10,12.292355,10,1,2,1,4,4,1,2,2,4,1,server0.999708951
8.906356,17.171486,19.035257,10.067329,1,1,3,2,2,3,4,3,4,2,server0.999640465
11.959367,13.495292,8.271155,7.776021,1,1,3,1,4,3,4,3,1,1,server0.999708951
8.571524,7.046892,10.080449,9.530577,1,4,3,1,1,3,2,2,2,1,server0.999640465
19.618303,7.0241666,15.844223,6.1579275,1,2,3,2,3,1,3,1,2,2,server0.999708951
7.2427177,11.974865,11.800377,15.806165,1,2,1,1,2,3,1,3,2,1,server0.999708951
15,20,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,20,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
15,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,10,5,10,1,2,1,4,4,4,2,2,4,1,server0.999708951
10,10,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,10,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
9.019583,14.300368,5,8.018355,1,4,3,1,3,1,1,4,4,1,server0.999708951
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
11.379901,8.554373,8.076585,5,1,1,1,4,1,3,4,3,1,1,server0.999777377
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
6.5818877,14.300368,5,9.270063,1,4,3,1,3,1,1,1,3,1,server0.999708951
10,20,19.959127,5,1,1,3,1,1,3,4,3,4,3,server0.999705732
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
12.175149,7.523636,12.498687,5,1,1,1,4,3,3,4,4,3,3,server0.999705732
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
8.467737,13.531912,6.0168047,7.5392795,1,2,1,4,1,1,2,2,1,2,server0.999777377
9.785675,17.171486,9.195659,6.290353,1,1,1,3,4,1,1,1,3,1,server0.999708951
5,5,5,9.039928,1,1,1,1,1,3,2,3,3,3,server0.999774218
18.274921,10.408621,15.473137,13.685207,1,2,1,1,2,2,1,2,1,2,server0.999777377
8.90016,7.0241666,17.741364,13.416522,1,2,1,2,4,4,2,1,2,3,server0.999705732
19.981346,19.53531,5,6.6671724,1,4,1,3,2,2,2,4,1,1,server0.999708951
5,5,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
8.906356,17.171486,19.035257,10.067329,1,1,3,2,2,3,4,3,4,2,server0.999640465
8.906356,17.171486,9.195659,12.142789,1,1,3,2,3,3,2,3,3,2,server0.999777377
15,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
5,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
11.379901,8.554373,8.076585,5,1,1,1,4,1,3,4,3,1,1,server0.999777377
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
10,20,19.959127,5,1,1,3,1,1,3,4,3,4,3,server0.999705732
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
12.175149,7.523636,12.498687,5,1,1,1,4,3,3,4,4,3,3,server0.999705732
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
8.467737,13.531912,6.0168047,7.5392795,1,2,1,4,1,1,2,2,1,2,server0.999777377
18.274921,10.408621,15.473137,13.685207,1,2,1,1,2,2,1,2,1,2,server0.999777377
8.90016,7.0241666,17.741364,13.416522,1,2,1,2,4,4,2,1,2,3,server0.999705732
11.488228,11.999324,5,15.29726,1,2,1,2,1,4,2,2,4,2,server0.999708951
19.618303,7.0241666,13.460536,6.290353,1,4,1,3,1,1,1,1,3,2,server0.999708951
7.2427177,11.974865,11.800377,8.018355,1,4,1,1,1,1,4,4,4,1,server0.999777377
10.870718,14.285685,17.424522,6.9775767,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.696974,14.152961,7.072745,15.92467,1,4,1,3,2,1,4,2,3,1,server0.999640465
15.061195,15,11.238206,9.507786,1,2,1,1,2,2,2,4,4,1,server0.999708951
19.618303,7.0241666,15.844223,6.1579275,1,2,3,2,3,1,3,1,2,2,server0.999708951
5,5,5,9.039928,1,1,1,1,1,3,2,3,3,3,server0.999774218
8.906356,17.171486,9.195659,12.142789,1,1,3,2,3,3,2,3,3,2,server0.999777377
8.48492,15,18.495487,5,1,1,1,4,2,2,2,1,4,2,server0.999708951
5,10,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
7.2427177,11.974865,11.800377,15.806165,1,2,1,1,2,3,1,3,2,1,server0.999708951
6.5818877,14.300368,5,9.270063,1,4,3,1,3,1,1,1,3,1,server0.999708951
9.785675,17.171486,9.195659,6.290353,1,1,1,3,4,1,1,1,3,1,server0.999708951
15,20,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,10,5,10,1,2,1,4,4,4,2,2,4,1,server0.999708951
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
19.618303,7.0241666,13.460536,6.290353,1,4,1,3,1,1,1,1,3,2,server0.999708951
7.2427177,11.974865,11.800377,8.018355,1,4,1,1,1,1,4,4,4,1,server0.999777377
10.870718,14.285685,17.424522,6.9775767,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.696974,14.152961,7.072745,15.92467,1,4,1,3,2,1,4,2,3,1,server0.999640465
19.410614,9.426733,13.111417,6.1579275,1,2,1,2,4,1,1,4,4,3,server0.999705732
15.346174,16.852028,7.616993,8.018355,1,1,1,1,1,1,1,3,1,2,server0.999777377
13.128841,6.0222945,7.850887,8.018355,1,4,1,1,4,1,1,4,4,2,server0.999777377
19.482502,16.517937,15.566656,8.121289,1,2,3,1,1,1,2,1,4,2,server0.999640465
5,5,5,9.039928,1,1,1,1,1,3,2,3,3,3,server0.999774218
18.142605,10.688167,7.616993,14.243294,1,4,1,2,2,1,4,3,2,3,server0.999637246
18.274921,10.408621,15.473137,13.685207,1,2,1,1,2,2,1,2,1,2,server0.999777377
6.5818877,14.300368,5,9.270063,1,4,3,1,3,1,1,1,3,1,server0.999708951
15,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
12.175149,7.523636,12.498687,5,1,1,1,4,3,3,4,4,3,3,server0.999705732
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
7.2427177,11.974865,11.800377,15.806165,1,2,1,1,2,3,1,3,2,1,server0.999708951
5,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,20,19.959127,5,1,1,3,1,1,3,4,3,4,3,server0.999705732
10,10,5,10,1,2,1,4,4,4,2,2,4,1,server0.999708951
11.488228,11.999324,5,15.29726,1,2,1,2,1,4,2,2,4,2,server0.999708951
11.361386,8.554373,11.202702,6.8882313,1,1,3,4,1,3,3,4,4,3,server0.999705732
15.061195,15,11.238206,9.507786,1,2,1,1,2,2,2,4,4,1,server0.999708951
8.90016,7.0241666,17.741364,13.416522,1,2,1,2,4,4,2,1,2,3,server0.999705732
11.379901,8.554373,8.076585,5,1,1,1,4,1,3,4,3,1,1,server0.999777377
9.785675,17.171486,9.195659,6.290353,1,1,1,3,4,1,1,1,3,1,server0.999708951
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
7.2427177,11.974865,11.800377,8.018355,1,4,1,1,1,1,4,4,4,1,server0.999777377
10.870718,14.285685,17.424522,6.9775767,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.410614,9.426733,13.111417,6.1579275,1,2,1,2,4,1,1,4,4,3,server0.999705732
15.346174,16.852028,7.616993,8.018355,1,1,1,1,1,1,1,3,1,2,server0.999777377
13.128841,6.0222945,7.850887,8.018355,1,4,1,1,4,1,1,4,4,2,server0.999777377
19.696974,19.171867,7.3166995,8.018355,1,1,1,1,1,1,3,4,3,1,server0.999708951
19.789629,9.989179,15.214636,7.059444,1,3,1,4,3,1,1,3,1,1,server0.999777377
18.142605,10.688167,7.616993,14.243294,1,4,1,2,2,1,4,3,2,3,server0.999637246
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,15,5,10,1,2,1,4,4,2,2,2,4,1,server0.999708951
11.594352,14.300368,9.765859,9.798378,1,4,1,4,1,2,4,4,4,2,server0.999708951
15.455482,5.4870663,12.498687,16.26625,1,1,1,2,1,1,1,3,1,1,server0.999777377
10.820261,13.420983,17.168818,15.92467,1,2,1,3,3,3,2,2,1,1,server0.999708951
5,5,5,9.039928,1,1,1,1,1,3,2,3,3,3,server0.999774218
6.5818877,14.300368,5,9.270063,1,4,3,1,3,1,1,1,3,1,server0.999708951
7.2427177,11.974865,11.800377,15.806165,1,2,1,1,2,3,1,3,2,1,server0.999708951
5,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
10,10,5,10,1,2,1,4,4,4,2,2,4,1,server0.999708951
11.361386,8.554373,11.202702,6.8882313,1,1,3,4,1,3,3,4,4,3,server0.999705732
11.379901,8.554373,8.076585,5,1,1,1,4,1,3,4,3,1,1,server0.999777377
9.785675,17.171486,9.195659,6.290353,1,1,1,3,4,1,1,1,3,1,server0.999708951
6.531453,7.0241666,13.460536,5.8166127,1,3,3,3,3,3,1,3,4,3,server0.999705732
5,16.492432,5,9.039928,1,1,3,1,4,1,1,1,3,3,server0.999705732
19.618303,7.0241666,13.460536,6.290353,1,4,1,3,1,1,1,1,3,2,server0.999708951
10,20,19.959127,5,1,1,3,1,1,3,4,3,4,3,server0.999705732
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
19.696974,14.152961,7.072745,15.92467,1,4,1,3,2,1,4,2,3,1,server0.999640465
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
7.2427177,11.974865,11.800377,8.018355,1,4,1,1,1,1,4,4,4,1,server0.999777377
10.870718,14.285685,17.424522,6.9775767,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.410614,9.426733,13.111417,6.1579275,1,2,1,2,4,1,1,4,4,3,server0.999705732
15.346174,16.852028,7.616993,8.018355,1,1,1,1,1,1,1,3,1,2,server0.999777377
13.128841,6.0222945,7.850887,8.018355,1,4,1,1,4,1,1,4,4,2,server0.999777377
19.696974,19.171867,7.3166995,8.018355,1,1,1,1,1,1,3,4,3,1,server0.999708951
19.789629,9.989179,15.214636,7.059444,1,3,1,4,3,1,1,3,1,1,server0.999777377
15.346174,16.852028,19.264793,8.018355,1,4,1,4,1,1,4,4,4,3,server0.999774218
10.870718,17.707474,6.736705,13.828317,1,4,1,4,1,1,4,1,4,1,server0.999777377
5,5,5,9.039928,1,1,1,1,1,3,2,3,3,3,server0.999774218
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
19.696974,14.152961,7.072745,15.92467,1,4,1,3,2,1,4,2,3,1,server0.999640465
18.142605,10.688167,7.616993,14.243294,1,4,1,2,2,1,4,3,2,3,server0.999637246
11.379901,8.554373,8.076585,5,1,1,1,4,1,3,4,3,1,1,server0.999777377
15.455482,5.4870663,12.498687,16.26625,1,1,1,2,1,1,1,3,1,1,server0.999777377
10.820261,13.420983,17.168818,15.92467,1,2,1,3,3,3,2,2,1,1,server0.999708951
5,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
8.220554,7.0241666,5,9.270063,1,4,3,3,3,1,1,1,3,1,server0.999708951
7.2427177,11.974865,11.800377,15.806165,1,2,1,1,2,3,1,3,2,1,server0.999708951
6.531453,7.0241666,13.460536,5.8166127,1,3,3,3,3,3,1,3,4,3,server0.999705732
10,10,5,10,1,2,1,4,4,4,2,2,4,1,server0.999708951
11.062378,16.852028,7.616993,8.018355,1,1,3,3,3,3,1,3,4,3,server0.999705732
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
19.618303,7.0241666,13.460536,6.290353,1,4,1,3,1,1,1,1,3,2,server0.999708951
15.20315,19.459007,15.551963,8.018355,1,1,1,4,2,2,1,4,4,1,server0.999708951
5,16.492432,5,9.039928,1,1,3,1,4,1,1,1,3,3,server0.999705732
11.361386,8.554373,11.202702,6.8882313,1,1,3,4,1,3,3,4,4,3,server0.999705732
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
7.2427177,11.974865,11.800377,8.018355,1,4,1,1,1,1,4,4,4,1,server0.999777377
19.410614,9.426733,13.111417,6.1579275,1,2,1,2,4,1,1,4,4,3,server0.999705732
15.346174,16.852028,7.616993,8.018355,1,1,1,1,1,1,1,3,1,2,server0.999777377
13.128841,6.0222945,7.850887,8.018355,1,4,1,1,4,1,1,4,4,2,server0.999777377
19.696974,19.171867,7.3166995,8.018355,1,1,1,1,1,1,3,4,3,1,server0.999708951
19.789629,9.989179,15.214636,7.059444,1,3,1,4,3,1,1,3,1,1,server0.999777377
15.346174,16.852028,19.264793,8.018355,1,4,1,4,1,1,4,4,4,3,server0.999774218
10.870718,17.707474,6.736705,13.828317,1,4,1,4,1,1,4,1,4,1,server0.999777377
11.311741,17.981514,19.593815,8.7772665,1,1,1,1,1,4,4,4,1,1,server0.999777377
19.789629,12.820185,8.073853,11.139657,1,1,1,1,2,1,1,3,2,1,server0.999708951
10.870718,14.285685,14.014555,6.1335287,1,1,1,1,1,1,1,4,4,3,server0.999774218
18.142605,10.688167,7.616993,14.243294,1,4,1,2,2,1,4,3,2,3,server0.999637246
15.346174,9.895216,12.81278,18.627682,1,3,1,4,4,4,1,4,4,3,server0.999705732
15.455482,5.4870663,12.498687,16.26625,1,1,1,2,1,1,1,3,1,1,server0.999777377
10.820261,13.420983,17.168818,15.92467,1,2,1,3,3,3,2,2,1,1,server0.999708951
15.346174,8.191858,10.358856,17.146467,1,1,1,1,1,3,1,3,1,1,server0.999777377
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
6.531453,7.0241666,13.460536,5.8166127,1,3,3,3,3,3,1,3,4,3,server0.999705732
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
11.361386,8.554373,11.202702,6.8882313,1,1,3,4,1,3,3,4,4,3,server0.999705732
19.696974,14.152961,7.072745,15.92467,1,4,1,3,2,1,4,2,3,1,server0.999640465
19.618303,7.0241666,13.460536,6.290353,1,4,1,3,1,1,1,1,3,2,server0.999708951
15.20315,19.459007,15.551963,8.018355,1,1,1,4,2,2,1,4,4,1,server0.999708951
10.870718,14.285685,17.424522,6.9775767,1,4,1,1,1,1,1,4,4,3,server0.999774218
18.735796,14.285685,17.424522,13.799706,1,2,3,1,1,1,3,4,4,3,server0.999637246
5,5,5,9.039928,1,1,1,1,1,3,2,3,3,3,server0.999774218
11.379901,8.554373,8.076585,5,1,1,1,4,1,3,4,3,1,1,server0.999777377
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
7.2427177,11.974865,11.800377,8.018355,1,4,1,1,1,1,4,4,4,1,server0.999777377
19.410614,9.426733,13.111417,6.1579275,1,2,1,2,4,1,1,4,4,3,server0.999705732
15.346174,16.852028,7.616993,8.018355,1,1,1,1,1,1,1,3,1,2,server0.999777377
13.128841,6.0222945,7.850887,8.018355,1,4,1,1,4,1,1,4,4,2,server0.999777377
19.696974,19.171867,7.3166995,8.018355,1,1,1,1,1,1,3,4,3,1,server0.999708951
19.789629,9.989179,15.214636,7.059444,1,3,1,4,3,1,1,3,1,1,server0.999777377
15.346174,16.852028,19.264793,8.018355,1,4,1,4,1,1,4,4,4,3,server0.999774218
10.870718,17.707474,6.736705,13.828317,1,4,1,4,1,1,4,1,4,1,server0.999777377
11.311741,17.981514,19.593815,8.7772665,1,1,1,1,1,4,4,4,1,1,server0.999777377
19.789629,12.820185,8.073853,11.139657,1,1,1,1,2,1,1,3,2,1,server0.999708951
10.870718,14.285685,14.014555,6.1335287,1,1,1,1,1,1,1,4,4,3,server0.999774218
19.696974,18.459593,14.014555,7.213153,1,1,1,1,2,1,2,3,4,2,server0.999640465
19.696974,16.85607,15.541228,13.992013,1,2,1,2,3,1,3,4,2,2,server0.999640465
12.182941,16.852028,11.800377,8.065183,1,2,1,1,1,2,4,2,2,3,server0.999774218
18.142605,10.688167,7.616993,14.243294,1,4,1,2,2,1,4,3,2,3,server0.999637246
15.346174,9.895216,12.81278,18.627682,1,3,1,4,4,4,1,4,4,3,server0.999705732
15.455482,5.4870663,12.498687,16.26625,1,1,1,2,1,1,1,3,1,1,server0.999777377
15.346174,8.191858,10.358856,17.146467,1,1,1,1,1,3,1,3,1,1,server0.999777377
18.588974,17.981514,19.593815,15.92467,1,1,3,1,1,3,4,3,3,1,server0.999777377
6.531453,7.0241666,13.460536,5.8166127,1,3,3,3,3,3,1,3,4,3,server0.999705732
10,15,5,5,1,2,1,4,4,2,2,2,4,1,server0.999708951
11.361386,8.554373,11.202702,6.8882313,1,1,3,4,1,3,3,4,4,3,server0.999705732
19.696974,14.152961,7.072745,15.92467,1,4,1,3,2,1,4,2,3,1,server0.999640465
19.618303,7.0241666,13.460536,6.290353,1,4,1,3,1,1,1,1,3,2,server0.999708951
15.20315,19.459007,15.551963,8.018355,1,1,1,4,2,2,1,4,4,1,server0.999708951
10.870718,14.285685,17.424522,6.9775767,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.696974,14.152961,19.593815,15.92467,1,1,1,3,3,1,2,2,4,1,server0.999640465
18.735796,14.285685,17.424522,13.799706,1,2,3,1,1,1,3,4,4,3,server0.999637246
18.274921,16.852028,7.616993,8.018355,1,4,1,1,1,1,1,4,4,3,server0.999774218
19.789629,15,5,19.946173,1,4,1,1,2,4,1,3,2,2,server0.999640465
7.2427177,11.974865,11.800377,8.018355,1,4,1,1,1,1,4,4,4,1,server0.999777377
15.346174,16.852028,7.616993,8.018355,1,1,1,1,1,1,1,3,1,2,server0.999777377
13.128841,6.0222945,7.850887,8.018355,1,4,1,1,4,1,1,4,4,2,server0.999777377
19.696974,19.171867,7.3166995,8.018355,1,1,1,1,1,1,3,4,3,1,server0.999708951
19.789629,9.989179,15.214636,7.059444,1,3,1,4,3,1,1,3,1,1,server0.999777377
15.346174,16.852028,19.264793,8.018355,1,4,1,4,1,1,4,4,4,3,server0.999774218
10.870718,17.707474,6.736705,13.828317,1,4,1,4,1,1,4,1,4,1,server0.999777377
11.311741,17.981514,19.593815,8.7772665,1,1,1,1,1,4,4,4,1,1,server0.999777377
19.789629,12.820185,8.073853,11.139657,1,1,1,1,2,1,1,3,2,1,server0.999708951
10.870718,14.285685,14.014555,6.1335287,1,1,1,1,1,1,1,4,4,3,server0.999774218
19.696974,18.459593,14.014555,7.213153,1,1,1,1,2,1,2,3,4,2,server0.999640465
18.588974,8.97332,13.378915,15.92467,1,1,1,3,1,1,3,3,2,2,server0.999708951
19.625431,17.707474,5.9899654,17.957891,1,1,1,3,4,1,1,4,4,2,server0.999777377
10.870718,14.285685,17.424522,6.9775767,1,4,1,1,1,1,1,4,4,3,server0.999774218
15.455482,5.4870663,12.498687,16.26625,1,1,1,2,1,1,1,3,1,1,server0.999777377
